project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ021737,CMP02099,End-to-End Intelligent Workflow,2016-03-19,2016-10-28,Completed,Data Extraction & Migration,3,182604,165256,90.5,Healthcare Administration,Capgemini,United States,Hospitality & Travel,6568,Yes,No
PRJ021738,CMP00653,Streamlined Digital Workforce,2024-03-12,,Active,Document Processing,34,256945,143118,55.7,Order Processing,LTI Mindtree,India,Hospitality & Travel,41807,No,No
PRJ021739,CMP01466,Nova Bot Operations,2024-01-02,2024-08-01,Completed,Fraud Detection,32,164255,387313,235.8,Research & Development,McKinsey & Company,Taiwan,Nonprofit & NGO,166527,No,No
PRJ021740,CMP03351,Next-Gen Cognitive Automation,2022-04-02,2023-09-29,Completed,Quality Control,3,101837,147256,144.6,Customer Service,Bain & Company,Japan,Media & Entertainment,10538,Yes,Yes
PRJ021741,CMP04417,Atlas Operational Excellence,2017-05-18,2018-07-10,Completed,Supply Chain Optimization,14,115289,292027,253.3,Customer Service,WNS Global Services,Singapore,Construction & Engineering,44285,Yes,Yes
PRJ021742,CMP04117,Global Hyperautomation,2022-08-24,2024-05-19,Completed,Customer Support Automation,25,407933,726528,178.1,Supply Chain & Procurement,PwC,United Arab Emirates,Insurance,104354,Yes,Yes
PRJ021743,CMP01217,Comprehensive End-to-End Automation,2024-05-25,,Active,Front Office Automation,30,68704,187905,273.5,Quality Assurance,Bain & Company,Ireland,Professional Services & Consulting,45296,No,No
PRJ021744,CMP00116,Automated Hyperautomation,2019-04-04,2019-07-22,Completed,Regulatory Reporting,27,21236,9938,46.8,Customer Onboarding,Maveric Systems,Ireland,FMCG & Consumer Goods,20749,Yes,Yes
PRJ021745,CMP00574,Phantom Automation Platform,2025-12-02,2026-03-29,Completed,Regulatory Reporting,21,41857,44535,106.4,Audit,Teleperformance,Denmark,Aerospace & Defense,14147,Yes,Yes
PRJ021746,CMP03072,Advanced Hyperautomation,2025-05-18,2025-10-19,Completed,Customer Support Automation,3,19424,25056,129.0,KYC & AML Compliance,Compunnel,United Kingdom,Media & Entertainment,3111,Yes,Yes
PRJ021747,CMP02166,Forge Intelligent Automation,2022-05-28,2022-08-05,Completed,Claims Processing,50,16407,35882,218.7,Claims Processing,KPIT Technologies,Germany,Chemical & Materials,88000,No,Yes
PRJ021748,CMP02452,Sentinel Workflow Automation,2016-09-25,2017-10-04,Completed,Inventory Management,8,77411,78494,101.4,Quality Assurance,Maveric Systems,Poland,Hospitality & Travel,10090,Yes,Yes
PRJ021749,CMP04306,Nexus Workflow Automation,2025-08-28,2025-12-25,Completed,Payroll Automation,18,72509,204910,282.6,Legal & Compliance,SAP Consulting,Singapore,Government & Public Sector,34882,Yes,Yes
PRJ021750,CMP02879,Automated Digital Transformation,2024-05-12,,Active,Quality Control,29,66557,185560,278.8,KYC & AML Compliance,Birlasoft,Spain,Energy & Utilities,158635,Yes,Yes
PRJ021751,CMP00653,Nexus Intelligent Automation,2021-08-27,2022-12-28,Completed,Compliance Monitoring,37,265409,534799,201.5,Order Processing,Virtusa,Nigeria,Hospitality & Travel,172508,No,Yes
PRJ021752,CMP01763,Agile End-to-End Automation,2022-12-06,,Active,Contract Analysis,47,60148,72718,120.9,Tax,Accenture,Bahrain,Education,55149,No,Yes
PRJ021753,CMP00997,End-to-End Process Automation,2017-08-22,2018-05-18,Completed,Claims Processing,21,42946,56817,132.3,Sales & Marketing,LTI Mindtree,Finland,FMCG & Consumer Goods,13810,Yes,Yes
PRJ021754,CMP02680,Global Process Automation,2017-08-13,2018-07-28,Completed,Inventory Management,43,51134,49548,96.9,Research & Development,Zensar Technologies,Philippines,Manufacturing,79174,No,Yes
PRJ021755,CMP01070,Optimized Automation Platform,2021-01-18,2024-03-08,Planned,Data Extraction & Migration,40,197689,151429,76.6,Treasury,Oracle Consulting,China,Telecommunications,34356,Yes,No
PRJ021756,CMP00150,Advanced Cognitive Automation,2016-12-10,2017-01-12,Completed,Front Office Automation,32,18898,17971,95.1,Facilities Management,NTT Data,Canada,Telecommunications,47604,No,No
PRJ021757,CMP02164,Vanguard Smart Operations,2016-03-05,2017-01-20,Completed,Front Office Automation,3,265376,135872,51.2,KYC & AML Compliance,NTT Data,Germany,Construction & Engineering,1676,No,Yes
PRJ021758,CMP01753,Unified Automation Initiative,2021-06-27,2024-04-30,Planned,Email Automation,38,128631,305627,237.6,Risk Management,HPE,United States,Mining & Metals,141809,Yes,Yes
PRJ021759,CMP04744,Scalable Workflow Automation,2018-10-27,,Active,Regulatory Reporting,28,543581,1679665,309.0,IT & Technology,KPIT Technologies,United States,Automotive,137430,Yes,Yes
PRJ021760,CMP04151,Next-Gen Task Automation,2023-03-12,,Active,Customer Support Automation,41,29261,45296,154.8,Data Management,IBM Consulting,Peru,Banking & Financial Services,102301,Yes,No
PRJ021761,CMP04201,Enterprise Bot Operations,2019-12-20,2020-03-17,Completed,Financial Reconciliation,14,580328,512429,88.3,Payroll,NTT Data,Indonesia,Mining & Metals,11886,Yes,Yes
PRJ021762,CMP02323,Nexus Workflow Automation,2022-08-26,2023-12-12,Completed,Back Office Automation,16,111669,201004,180.0,Operations,Teleperformance,Switzerland,Technology & IT Services,60897,Yes,Yes
PRJ021763,CMP01515,Enterprise Intelligent Automation,2024-04-03,2027-04-19,Planned,Claims Processing,32,671567,584263,87.0,Operations,EXL Service,United States,Telecommunications,34906,Yes,Yes
PRJ021764,CMP03550,Optimized Workflow Automation,2015-10-07,2015-11-24,Completed,Report Generation,6,42604,49804,116.9,Claims Processing,Zensar Technologies,United Arab Emirates,Professional Services & Consulting,9734,Yes,Yes
PRJ021765,CMP01807,Horizon Smart Operations,2021-01-13,2028-10-29,Planned,Lead Generation,38,95737,72472,75.7,Content Moderation,Birlasoft,Italy,Manufacturing,34914,No,Yes
PRJ021766,CMP00277,Smart Intelligent Workflow,2023-08-17,2024-02-18,Completed,Process Automation,29,150656,85120,56.5,Customer Service,EXL Service,Morocco,Automotive,29891,Yes,No
PRJ021767,CMP02169,Next-Gen Process Optimization,2017-01-04,2018-06-30,Completed,Regulatory Reporting,44,48398,79711,164.7,Finance & Accounting,SAP Consulting,Vietnam,Aerospace & Defense,82321,Yes,Yes
PRJ021768,CMP02976,Streamlined Digital Workforce,2021-02-01,,Active,Claims Processing,16,47952,37450,78.1,Risk Management,EY,United Kingdom,Telecommunications,7806,No,No
PRJ021769,CMP04464,Scalable Efficiency Enhancement,2018-05-09,,Active,Process Automation,46,212975,513269,241.0,Payroll,SAP Consulting,Colombia,Technology & IT Services,156696,No,Yes
PRJ021770,CMP02293,Streamlined Workforce Digitization,2019-11-16,2021-09-01,Completed,Regulatory Reporting,49,214643,378415,176.3,Operations,IBM Consulting,Saudi Arabia,Aerospace & Defense,36751,Yes,Yes
PRJ021771,CMP03240,Pinnacle Task Automation,2021-09-03,,Active,Claims Processing,31,301410,796325,264.2,Tax,KPIT Technologies,Australia,Education,95479,No,No
PRJ021772,CMP03851,Seamless Digital Transformation,2015-10-10,2017-07-20,Completed,Fraud Detection,21,182167,529559,290.7,IT & Technology,Infosys,Israel,Technology & IT Services,57886,No,No
PRJ021773,CMP01159,Smart Efficiency Enhancement,2018-01-08,2018-02-20,Completed,Invoice Processing,24,87905,285251,324.5,Sales & Marketing,Mphasis,Italy,Agriculture & Food Processing,117409,No,No
PRJ021774,CMP02494,Titan Automation Initiative,2020-07-19,,Active,Compliance Monitoring,23,914202,966311,105.7,Order Processing,Hitachi Consulting,United States,Professional Services & Consulting,54795,Yes,No
PRJ021775,CMP01942,Accelerated Efficiency Enhancement,2024-10-22,2025-04-14,Completed,Lead Generation,43,21367,69613,325.8,Data Entry,Accenture,India,Manufacturing,274470,Yes,Yes
PRJ021776,CMP03928,Enterprise Digital Workforce,2020-05-09,2020-11-05,Completed,Order Processing,32,34315,18701,54.5,Sales & Marketing,HPE,Brazil,Legal Services,20930,No,No
PRJ021777,CMP04540,Digital Task Automation,2022-02-21,2023-08-15,Completed,Customer Onboarding,24,138543,371156,267.9,Fraud Detection,Hexaware Technologies,Australia,Mining & Metals,65433,Yes,Yes
PRJ021778,CMP04416,Enterprise End-to-End Automation,2023-11-18,2024-08-01,Completed,Claims Processing,16,81433,155618,191.1,Sales & Marketing,Genpact,Poland,Aerospace & Defense,30655,Yes,Yes
PRJ021779,CMP00724,Agile Workforce Digitization,2017-02-04,,Active,Back Office Automation,48,44276,70177,158.5,Product Management,Tech Mahindra,Sweden,Construction & Engineering,180041,No,Yes
PRJ021780,CMP01893,Horizon Process Mining,2021-07-03,2022-09-10,Completed,Quality Control,5,155485,160149,103.0,Risk Management,IBM Consulting,United States,Education,8485,No,Yes
PRJ021781,CMP03853,Prism Intelligent Workflow,2018-06-19,,Active,Compliance Monitoring,2,497933,660259,132.6,Fraud Detection,DXC Technology,Malaysia,Legal Services,1081,No,Yes
PRJ021782,CMP04920,Accelerated Intelligent Workflow,2020-10-30,2022-08-30,Completed,Fraud Detection,30,636259,236052,37.1,Sales & Marketing,Fujitsu,Peru,Healthcare & Pharmaceuticals,7546,Yes,No
PRJ021783,CMP00077,Atlas Operational Excellence,2018-08-14,2020-05-16,Completed,Financial Reconciliation,2,75743,300396,396.6,Customer Onboarding,IBM Consulting,India,Aerospace & Defense,11127,No,Yes
PRJ021784,CMP01505,Seamless Intelligent Automation,2016-08-28,,Active,Customer Onboarding,33,268672,660664,245.9,Inventory Management,Hexaware Technologies,Japan,Aerospace & Defense,93868,No,No
PRJ021785,CMP02321,Hyper Process Optimization,2017-01-12,,Active,IT Helpdesk,7,12247,15676,128.0,Inventory Management,DXC Technology,Mexico,Education,15239,Yes,Yes
PRJ021786,CMP01810,Vanguard Workflow Automation,2018-11-02,2019-01-25,Completed,Regulatory Reporting,46,75393,67175,89.1,Customer Service,Tata Consultancy Services,Mexico,Life Sciences,91307,No,Yes
PRJ021787,CMP03822,Seamless Cognitive Automation,2025-10-27,,Active,Contract Analysis,14,158138,206370,130.5,Operations,Maveric Systems,Israel,Automotive,24383,Yes,Yes
PRJ021788,CMP00547,Nexus Process Optimization,2024-06-30,2026-05-06,Completed,Compliance Monitoring,31,215716,148844,69.0,Product Management,Wipro,United States,Aerospace & Defense,42250,No,Yes
PRJ021789,CMP04723,Hyper Process Reengineering,2025-05-28,2025-12-18,Completed,Payroll Automation,41,62919,159751,253.9,Operations,Oracle Consulting,Germany,Banking & Financial Services,44258,No,Yes
PRJ021790,CMP00691,Phantom Automation Initiative,2024-01-02,2025-08-13,Completed,Regulatory Reporting,41,92374,75007,81.2,Order Processing,Boston Consulting Group,Poland,Education,54883,Yes,Yes
PRJ021791,CMP00052,Forge Bot Operations,2015-06-29,2015-10-01,Completed,Report Generation,24,280791,424836,151.3,Report Generation,DXC Technology,Brazil,Automotive,73436,No,No
PRJ021792,CMP00851,Scalable Automation Initiative,2017-02-24,2017-11-11,Completed,Report Generation,19,13309,24195,181.8,Order Processing,WNS Global Services,India,Automotive,58196,Yes,Yes
PRJ021793,CMP00692,Intelligent End-to-End Automation,2020-11-01,2022-08-21,Completed,Data Extraction & Migration,46,83561,93839,112.3,Research & Development,Fujitsu,Malaysia,Hospitality & Travel,102394,Yes,Yes
PRJ021794,CMP01688,Scalable Digital Workforce,2020-12-09,2022-01-24,Planned,Regulatory Reporting,32,74209,231532,312.0,Research & Development,Birlasoft,Belgium,Automotive,243647,Yes,No
PRJ021795,CMP01055,Nexus Cognitive Automation,2016-07-01,2017-10-06,Completed,Front Office Automation,26,10000,16720,167.2,Quality Assurance,Genpact,Vietnam,Retail & E-Commerce,45560,No,No
PRJ021796,CMP02278,Apex Cognitive Automation,2020-01-06,2020-02-15,Completed,Financial Reconciliation,26,48450,109690,226.4,Quality Assurance,Genpact,China,Real Estate,139447,No,Yes
PRJ021797,CMP00307,Phantom Task Automation,2018-03-17,2019-05-31,Completed,Invoice Processing,12,20063,31559,157.3,Human Resources,Hitachi Consulting,China,Banking & Financial Services,9920,No,Yes
PRJ021798,CMP02324,Next-Gen Process Automation,2023-05-09,2027-02-26,Planned,Report Generation,3,319894,449451,140.5,KYC & AML Compliance,DXC Technology,Bahrain,Aerospace & Defense,6133,Yes,Yes
PRJ021799,CMP01554,Advanced End-to-End Automation,2015-03-10,2017-02-15,Completed,Data Extraction & Migration,5,149878,410815,274.1,Content Moderation,Maveric Systems,Egypt,Professional Services & Consulting,5454,Yes,Yes
PRJ021800,CMP02670,Titan Workforce Digitization,2017-01-31,2017-08-17,Completed,Process Automation,49,245664,584925,238.1,Data Management,EY,Uruguay,Manufacturing,286521,Yes,No
PRJ021801,CMP03696,Global Automation Platform,2020-10-11,2021-12-16,Completed,IT Helpdesk,17,238857,650168,272.2,Legal & Compliance,Infosys,United States,Life Sciences,13965,Yes,No
PRJ021802,CMP03505,Phantom End-to-End Automation,2019-12-21,,Active,Front Office Automation,1,23914,62917,263.1,Facilities Management,Hitachi Consulting,India,Technology & IT Services,1462,Yes,No
PRJ021803,CMP03129,Intelligent Task Automation,2017-07-15,,Active,Quality Control,14,173231,407092,235.0,Research & Development,Infosys,Spain,Energy & Utilities,48707,No,Yes
PRJ021804,CMP01540,Accelerated Digital Transformation,2017-05-05,2017-06-20,Completed,Order Processing,46,81529,79327,97.3,Invoice Processing,Aricent,Uruguay,Technology & IT Services,111307,No,No
PRJ021805,CMP04846,Phantom Process Automation,2017-11-29,2019-07-05,Completed,Customer Onboarding,37,433757,284544,65.6,Quality Assurance,Boston Consulting Group,India,Telecommunications,59202,Yes,Yes
PRJ021806,CMP00371,Seamless Smart Operations,2024-08-16,2026-03-01,Completed,HR Onboarding,15,56846,85382,150.2,Procurement,HPE,France,Banking & Financial Services,20638,No,Yes
PRJ021807,CMP00956,Comprehensive Automation Initiative,2016-12-03,,Active,Lead Generation,30,22703,83501,367.8,Invoice Processing,Accenture,Singapore,FMCG & Consumer Goods,149931,Yes,Yes
PRJ021808,CMP04482,Nova Intelligent Workflow,2020-08-26,,Active,Supply Chain Optimization,20,101744,115784,113.8,Report Generation,Compunnel,Czech Republic,Life Sciences,56355,No,Yes
PRJ021809,CMP00635,Digital Process Mining,2020-03-17,2025-03-07,Planned,Report Generation,9,80794,70937,87.8,Quality Assurance,Compunnel,Spain,Energy & Utilities,6071,No,No
PRJ021810,CMP04439,Comprehensive Process Reengineering,2022-08-05,,Active,Contract Analysis,24,72652,363260,500.0,Procurement,Hitachi Consulting,France,Oil & Gas,108379,No,Yes
PRJ021811,CMP01968,Seamless Task Automation,2018-11-24,2020-02-14,Completed,Data Extraction & Migration,41,138939,358045,257.7,Supply Chain & Procurement,HCL Technologies,Canada,Aerospace & Defense,97052,Yes,Yes
PRJ021812,CMP00890,Forge Process Mining,2024-02-15,,Active,Front Office Automation,30,618097,1242993,201.1,IT & Technology,Tech Mahindra,South Korea,Banking & Financial Services,38378,Yes,No
PRJ021813,CMP02185,Titan Hyperautomation,2021-07-02,2021-08-01,Completed,Email Automation,45,55886,91988,164.6,Legal & Compliance,KPMG,Italy,Telecommunications,71932,Yes,Yes
PRJ021814,CMP01491,Smart Bot Operations,2024-09-26,2025-12-01,Completed,Regulatory Reporting,7,225646,211204,93.6,Customer Onboarding,Hexaware Technologies,India,Education,7816,No,No
PRJ021815,CMP04351,Sentinel End-to-End Automation,2025-10-27,,Active,Front Office Automation,15,70715,55723,78.8,Facilities Management,Cognizant,United States,Construction & Engineering,22854,No,Yes
PRJ021816,CMP03093,Pinnacle RPA Deployment,2019-06-23,2023-02-23,Planned,Contract Analysis,11,56157,141122,251.3,Legal & Compliance,Boston Consulting Group,Poland,Banking & Financial Services,43634,Yes,No
PRJ021817,CMP01087,Strategic Automation Platform,2022-07-18,,Active,Front Office Automation,21,122766,164874,134.3,Sales & Marketing,EY,Ireland,Healthcare & Pharmaceuticals,54047,Yes,Yes
PRJ021818,CMP01922,Hyper Process Mining,2021-08-03,,Active,Document Processing,35,75476,100609,133.3,Sales & Marketing,SAP Consulting,Netherlands,Education,84796,No,No
PRJ021819,CMP01460,Smart Automation Initiative,2024-05-10,,Active,Inventory Management,8,244565,259238,106.0,Invoice Processing,Deloitte,China,Oil & Gas,11694,Yes,No
PRJ021820,CMP02622,Digital Digital Workforce,2023-06-24,,Active,Process Automation,21,276655,398383,144.0,Research & Development,EXL Service,Taiwan,Real Estate,31241,No,No
PRJ021821,CMP02365,Atlas Intelligent Workflow,2015-05-30,2016-02-04,Completed,HR Onboarding,10,27417,60701,221.4,KYC & AML Compliance,PwC,France,Transportation & Logistics,26838,Yes,Yes
PRJ021822,CMP03603,Vanguard Process Reengineering,2018-06-08,2019-07-18,Completed,Data Extraction & Migration,5,20067,16414,81.8,Quality Assurance,Zensar Technologies,United Kingdom,Mining & Metals,3760,No,Yes
PRJ021823,CMP03341,Prism Digital Transformation,2018-03-04,,Active,Supply Chain Optimization,40,268408,398854,148.6,Healthcare Administration,Wipro,Germany,Insurance,71583,Yes,No
PRJ021824,CMP02421,Atlas Hyperautomation,2024-04-07,,Active,Contract Analysis,46,79843,70501,88.3,Claims Processing,DXC Technology,Japan,Automotive,60170,Yes,Yes
PRJ021825,CMP00905,Horizon Process Optimization,2015-03-15,2027-05-15,Planned,Contract Analysis,20,351155,634888,180.8,Data Management,Bain & Company,Germany,Chemical & Materials,32422,Yes,Yes
PRJ021826,CMP04636,Apex Intelligent Automation,2023-11-13,,Active,Compliance Monitoring,22,124481,215352,173.0,Inventory Management,WNS Global Services,India,Banking & Financial Services,36878,Yes,No
PRJ021827,CMP02855,Unified Process Mining,2017-01-19,,Active,Payroll Automation,15,66703,69971,104.9,Data Entry,Deloitte,South Korea,Healthcare & Pharmaceuticals,9953,Yes,Yes
PRJ021828,CMP02149,End-to-End Operational Excellence,2018-04-30,2019-11-19,Completed,Inventory Management,41,178619,187728,105.1,Payroll,Hitachi Consulting,United Arab Emirates,Agriculture & Food Processing,68140,No,No
PRJ021829,CMP02320,Advanced Process Optimization,2024-03-01,2026-02-08,Completed,Process Automation,38,190086,193317,101.7,Report Generation,Wipro,China,FMCG & Consumer Goods,16074,Yes,No
PRJ021830,CMP04980,Titan Digital Transformation,2021-01-01,2021-03-07,Completed,Supply Chain Optimization,3,146295,74610,51.0,Facilities Management,DXC Technology,India,Mining & Metals,1539,No,Yes
PRJ021831,CMP02647,Horizon Intelligent Workflow,2022-04-16,,Active,Supply Chain Optimization,18,41471,21772,52.5,Quality Assurance,SAP Consulting,Oman,Government & Public Sector,4542,Yes,No
PRJ021832,CMP00281,Vanguard Process Mining,2016-12-03,2017-08-21,Completed,Front Office Automation,2,48785,44979,92.2,Risk Management,Aricent,Finland,Banking & Financial Services,3373,Yes,Yes
PRJ021833,CMP03171,Vanguard Cognitive Automation,2024-12-19,2028-11-13,Planned,HR Onboarding,30,22144,11072,50.0,Customer Onboarding,Accenture,China,Technology & IT Services,26249,Yes,No
PRJ021834,CMP00651,Forge Digital Transformation,2018-10-16,2021-05-21,Planned,Payroll Automation,48,284592,846376,297.4,KYC & AML Compliance,Wipro,Romania,Banking & Financial Services,196622,Yes,Yes
PRJ021835,CMP01768,Global Bot Operations,2017-03-27,2019-02-19,Completed,Fraud Detection,27,307628,374998,121.9,Human Resources,HCL Technologies,China,Insurance,56675,No,No
PRJ021836,CMP04939,End-to-End Automation Platform,2020-01-26,,Active,IT Helpdesk,39,90248,146833,162.7,Sales & Marketing,HCL Technologies,Germany,Mining & Metals,18648,No,No
PRJ021837,CMP03346,Prism Process Optimization,2018-07-24,2019-12-06,Completed,Back Office Automation,31,119326,75175,63.0,Content Moderation,Birlasoft,United Kingdom,Life Sciences,24871,No,Yes
PRJ021838,CMP01601,Enterprise Process Optimization,2024-04-21,2028-02-22,Planned,Document Processing,48,217971,327392,150.2,Supply Chain & Procurement,Aricent,Philippines,Construction & Engineering,160843,No,No
PRJ021839,CMP01878,Quantum Intelligent Workflow,2025-04-04,2025-10-06,Completed,Data Validation,38,19152,18022,94.1,Audit,Deloitte,South Africa,Insurance,44445,No,No
PRJ021840,CMP01047,Titan Process Optimization,2023-03-02,,Active,Order Processing,2,33895,71891,212.1,Invoice Processing,Cyient,Italy,Mining & Metals,2748,Yes,Yes
PRJ021841,CMP01435,Advanced Process Reengineering,2025-06-11,,Active,Compliance Monitoring,2,119941,138172,115.2,Risk Management,Infosys,United States,Professional Services & Consulting,4999,No,Yes
PRJ021842,CMP00558,Apex Process Automation,2016-05-18,2016-07-02,Completed,Order Processing,28,265691,964989,363.2,Inventory Management,NTT Data,France,Government & Public Sector,179478,Yes,No
PRJ021843,CMP03230,Atlas Automation Platform,2017-09-13,2017-10-22,Completed,Supply Chain Optimization,20,711392,1208655,169.9,Audit,KPMG,France,Chemical & Materials,38700,Yes,Yes
PRJ021844,CMP02576,Scalable Automation Platform,2024-10-05,2026-06-25,Planned,Invoice Processing,39,78623,52362,66.6,Procurement,NTT Data,India,Professional Services & Consulting,21531,No,No
PRJ021845,CMP01756,Advanced Smart Operations,2024-06-13,2024-11-22,Completed,Process Automation,38,134527,375868,279.4,Product Management,HPE,Denmark,Banking & Financial Services,88085,Yes,No
PRJ021846,CMP01216,Vanguard Hyperautomation,2015-09-02,,Active,Contract Analysis,40,43038,84440,196.2,Human Resources,Accenture,Kuwait,Construction & Engineering,150745,Yes,Yes
PRJ021847,CMP01057,Seamless Hyperautomation,2015-10-18,2022-09-06,Planned,Order Processing,14,166131,59308,35.7,Finance & Accounting,Oracle Consulting,Canada,Hospitality & Travel,9451,Yes,Yes
PRJ021848,CMP03063,Agile Process Mining,2018-08-19,2019-11-14,Completed,Document Processing,18,133517,191730,143.6,Report Generation,Oracle Consulting,Mexico,Mining & Metals,57510,No,No
PRJ021849,CMP01071,Pinnacle Automation Platform,2015-04-28,2017-01-25,Completed,Claims Processing,26,359466,351198,97.7,Audit,HPE,United States,Manufacturing,24343,Yes,No
PRJ021850,CMP00624,Quantum Intelligent Automation,2018-07-27,2019-08-10,Completed,Lead Generation,26,179496,897480,500.0,Research & Development,Tata Consultancy Services,Japan,Automotive,198619,Yes,Yes
PRJ021851,CMP00648,Intelligent Workflow Automation,2018-01-18,2018-06-15,Completed,Quality Control,30,41176,45664,110.9,Report Generation,NTT Data,Ghana,Banking & Financial Services,43913,Yes,No
PRJ021852,CMP02780,Nexus Bot Operations,2017-06-30,2018-11-01,Completed,HR Onboarding,4,72627,97901,134.8,Customer Onboarding,EY,Spain,Technology & IT Services,11306,Yes,No
PRJ021853,CMP02596,Prism RPA Deployment,2022-10-25,,Active,Report Generation,22,645025,1452596,225.2,Audit,Wipro,France,Mining & Metals,25442,Yes,Yes
PRJ021854,CMP00260,Advanced Efficiency Enhancement,2022-11-23,2023-07-22,Completed,Data Validation,9,105640,140818,133.3,Treasury,Hitachi Consulting,Norway,Oil & Gas,21709,Yes,Yes
PRJ021855,CMP04917,Nova Cognitive Automation,2022-02-14,2026-10-14,Planned,Report Generation,33,127542,207128,162.4,Healthcare Administration,Fujitsu,Germany,Government & Public Sector,125961,Yes,No
PRJ021856,CMP03610,Streamlined Task Automation,2018-03-18,2019-06-18,Completed,Inventory Management,15,29806,44649,149.8,Payroll,Birlasoft,United States,Insurance,42778,Yes,No
PRJ021857,CMP03487,Automated Process Reengineering,2015-08-25,,Active,HR Onboarding,32,65362,196674,300.9,Payroll,Capgemini,United Kingdom,Education,73349,Yes,Yes
PRJ021858,CMP00003,Hyper Digital Transformation,2023-10-08,2025-04-26,Completed,Customer Support Automation,33,66846,35695,53.4,Operations,Infosys,China,Hospitality & Travel,26428,Yes,No
PRJ021859,CMP04262,Robust Automation Initiative,2018-07-29,2020-02-06,Completed,Payroll Automation,45,93651,112287,119.9,Data Entry,Capgemini,United Kingdom,Government & Public Sector,65539,No,Yes
PRJ021860,CMP01854,Sentinel Hyperautomation,2023-10-28,2025-06-07,Completed,Front Office Automation,12,390356,844340,216.3,Payroll,Tech Mahindra,China,FMCG & Consumer Goods,38560,Yes,Yes
PRJ021861,CMP02570,Nexus Bot Operations,2020-06-01,2021-06-25,Completed,Claims Processing,12,41717,36418,87.3,Inventory Management,SAP Consulting,Argentina,Manufacturing,5473,No,Yes
PRJ021862,CMP02361,Forge Workflow Automation,2017-08-20,2018-10-18,Completed,Compliance Monitoring,34,799786,2024258,253.1,Research & Development,Wipro,Malaysia,Telecommunications,110658,Yes,No
PRJ021863,CMP00727,Nexus Task Automation,2023-06-07,,Active,Customer Support Automation,10,28151,41550,147.6,Finance & Accounting,Bain & Company,India,Professional Services & Consulting,29116,Yes,No
PRJ021864,CMP00273,Next-Gen RPA Deployment,2018-10-21,2019-01-19,Completed,Quality Control,25,51027,58221,114.1,KYC & AML Compliance,PwC,Mexico,Legal Services,57819,No,Yes
PRJ021865,CMP02191,Optimized Workforce Digitization,2015-04-09,2020-01-09,Planned,Quality Control,24,479216,444712,92.8,Product Management,Hexaware Technologies,United States,Oil & Gas,8049,Yes,Yes
PRJ021866,CMP02968,Intelligent Automation Platform,2025-09-19,,Active,Quality Control,42,97428,102981,105.7,Content Moderation,HPE,United Arab Emirates,Education,26822,No,No
PRJ021867,CMP03485,Strategic Bot Operations,2021-03-20,2026-04-08,Planned,Compliance Monitoring,29,171782,82111,47.8,Customer Service,Boston Consulting Group,Saudi Arabia,Automotive,17236,Yes,No
PRJ021868,CMP04254,Advanced Smart Operations,2016-03-26,2017-07-21,Completed,Order Processing,22,22607,12885,57.0,Supply Chain & Procurement,EXL Service,South Korea,Banking & Financial Services,16055,Yes,Yes
PRJ021869,CMP03625,Unified Process Optimization,2019-07-08,,Active,Contract Analysis,5,76869,93472,121.6,Healthcare Administration,Zensar Technologies,Kenya,Legal Services,13040,Yes,Yes
PRJ021870,CMP04949,Agile Efficiency Enhancement,2015-04-26,2016-12-07,Completed,Email Automation,25,122116,67163,55.0,Human Resources,PwC,India,Chemical & Materials,24188,No,Yes
PRJ021871,CMP01105,Robust Bot Operations,2024-11-08,2027-10-11,Planned,Financial Reconciliation,22,24323,24250,99.7,Facilities Management,LTI Mindtree,Czech Republic,Technology & IT Services,53707,Yes,No
PRJ021872,CMP04912,Hyper Operational Excellence,2025-12-23,2026-04-13,Completed,Regulatory Reporting,46,2322269,4463401,192.2,Product Management,KPIT Technologies,United Arab Emirates,Nonprofit & NGO,145657,No,Yes
PRJ021873,CMP00760,Titan Intelligent Automation,2016-07-28,2016-11-27,Completed,Supply Chain Optimization,3,204203,110269,54.0,Data Management,EXL Service,United Kingdom,Hospitality & Travel,2829,Yes,Yes
PRJ021874,CMP00854,Accelerated Intelligent Automation,2019-08-13,2020-02-06,Completed,Order Processing,35,66793,98319,147.2,Sales & Marketing,Cognizant,United Kingdom,Professional Services & Consulting,70118,Yes,No
PRJ021875,CMP00088,Prism Workforce Digitization,2016-11-28,,Active,Quality Control,34,39813,39972,100.4,Product Management,EY,India,Education,51826,No,Yes
PRJ021876,CMP03954,Pinnacle Operational Excellence,2017-06-21,2017-12-02,Completed,Inventory Management,39,111981,105822,94.5,Supply Chain & Procurement,Infosys,United States,Media & Entertainment,34087,Yes,Yes
PRJ021877,CMP00671,Next-Gen Efficiency Enhancement,2017-04-21,2025-04-28,Planned,Claims Processing,17,81765,46033,56.3,Payroll,Aricent,China,Real Estate,10938,Yes,Yes
PRJ021878,CMP03598,Hyper Workflow Automation,2020-02-19,2022-02-08,Completed,Data Validation,40,552186,523472,94.8,IT & Technology,Cognizant,Germany,Aerospace & Defense,51048,Yes,No
PRJ021879,CMP03846,Robust Workflow Automation,2016-05-12,2017-05-22,Completed,Invoice Processing,31,304294,680097,223.5,Customer Onboarding,Oracle Consulting,Egypt,Banking & Financial Services,148285,Yes,Yes
